CustomerID,CustomerName,EmailAddress,PhoneNumber,PurchasedItem,ItemCategory,Quantity,OrderValue,PurchaseDate,Location,DiscountApplied,PaymentMethod
CUST-25392,Harper Miller,harper.miller@yahoo.com,+1-741-457-1188,T-Shirt,Apparel,1,25.0,2023-01-16,San Antonio,0,Cash
CUST-09941,Noah Williams,noah.williams@gmail.com,+1-896-938-2876,Jeans,Apparel,4,240.0,2023-05-24,Los Angeles,0,Credit Card
CUST-55693,Henry Martinez,henry.martinez@icloud.com,+1-898-749-5371,T-Shirt,Apparel,1,10.0,2023-01-30,Phoenix,15,Debit Card
CUST-09787,Elijah Martinez,elijah.martinez@yahoo.com,+1-987-856-6573,Jeans,Apparel,1,60.0,2023-08-30,San Diego,0,Debit Card
CUST-30492,Noah Jackson,noah.jackson@hotmail.com,+1-314-500-8123,Sneakers,Footwear,1,70.0,2023-09-29,San Antonio,15,Debit Card
CUST-47723,Liam Wilson,liam.wilson@gmail.com,+1-361-664-1053,Sneakers,Footwear,1,85.0,2023-07-03,Los Angeles,0,Cash
CUST-28011,Oliver Johnson,oliver.johnson@gmail.com,+1-939-936-5315,Dress,Apparel,4,280.0,2023-10-27,San Antonio,20,Gift Card
CUST-48702,William Smith,william.smith@gmail.com,+1-712-980-3927,Dress,Apparel,1,55.0,2023-04-30,San Antonio,20,Gift Card
CUST-89998,Noah Moore,noah.moore@hotmail.com,+1-719-308-5889,Dress,Apparel,3,225.0,2023-03-23,Houston,0,Apple Pay
CUST-13236,Henry Miller,henry.miller@hotmail.com,+1-854-719-4258,Sneakers,Footwear,3,250.0,2023-02-21,New York,5,Gift Card
CUST-31722,James Davis,james.davis@outlook.com,+1-356-582-3646,T-Shirt,Apparel,3,75.0,2023-05-07,Houston,0,PayPal
CUST-73756,Liam Smith,liam.smith@company.org,+1-752-997-9689,T-Shirt,Apparel,3,70.0,2023-12-03,New York,5,Cash
CUST-96653,William Williams,william.williams@yahoo.com,+1-200-813-6310,T-Shirt,Apparel,1,25.0,2023-05-04,San Antonio,0,Debit Card
CUST-02530,Noah Davis,noah.davis@outlook.com,+1-700-219-2832,Jacket,Outerwear,3,360.0,2023-05-17,Philadelphia,0,Gift Card
CUST-94117,Benjamin Anderson,benjamin.anderson@yahoo.com,+1-571-514-4923,Dress,Apparel,1,75.0,2023-10-01,San Diego,0,Cash
CUST-80915,Lucas Jones,lucas.jones@company.org,+1-259-446-2290,T-Shirt,Apparel,4,100.0,2023-01-29,Phoenix,0,Gift Card
CUST-21385,Amelia Williams,amelia.williams@hotmail.com,+1-287-949-8962,Dress,Apparel,3,225.0,2023-04-23,San Antonio,0,Credit Card
CUST-80858,Elijah Jackson,elijah.jackson@company.org,+1-270-978-9727,Dress,Apparel,2,145.0,2023-10-22,New York,5,Debit Card
CUST-82016,Benjamin Smith,benjamin.smith@hotmail.com,+1-984-328-3103,Jacket,Outerwear,3,340.0,2023-07-18,New York,20,Credit Card
CUST-17428,Elijah Anderson,elijah.anderson@company.org,+1-875-686-3705,Sneakers,Footwear,3,255.0,2023-07-01,New York,0,Debit Card
CUST-42245,Lucas Davis,lucas.davis@outlook.com,+1-471-740-7932,T-Shirt,Apparel,1,20.0,2023-03-30,San Antonio,5,Cash
CUST-36673,Charlotte Johnson,charlotte.johnson@icloud.com,+1-416-752-4295,Jacket,Outerwear,3,360.0,2023-04-01,Los Angeles,0,Apple Pay
CUST-63443,Henry Williams,henry.williams@outlook.com,+1-930-519-7537,Sneakers,Footwear,2,160.0,2023-05-02,Philadelphia,10,Gift Card
CUST-14936,Amelia Wilson,amelia.wilson@yahoo.com,+1-887-865-7118,Sneakers,Footwear,1,70.0,2023-10-31,Los Angeles,15,Gift Card
CUST-53694,Charlotte Wilson,charlotte.wilson@outlook.com,+1-648-729-8397,T-Shirt,Apparel,1,10.0,2023-06-12,Phoenix,15,PayPal
CUST-41021,Sophia Hernandez,sophia.hernandez@gmail.com,+1-323-453-4681,Scarf,Accessories,4,60.0,2023-12-24,San Antonio,20,Credit Card
CUST-67596,Amelia Thomas,amelia.thomas@yahoo.com,+1-265-546-1344,Dress,Apparel,4,300.0,2023-07-03,New York,0,Gift Card
CUST-63495,Charlotte Brown,charlotte.brown@company.org,+1-802-767-4770,Jeans,Apparel,3,170.0,2023-10-30,Philadelphia,10,Cash
CUST-35254,Emma Martin,emma.martin@yahoo.com,+1-802-425-1117,Dress,Apparel,4,290.0,2023-01-15,Philadelphia,10,Apple Pay
CUST-11824,Isabella Jones,isabella.jones@icloud.com,+1-272-924-1964,Dress,Apparel,4,300.0,2023-12-27,Chicago,0,Cash
CUST-25713,Sophia Wilson,sophia.wilson@hotmail.com,+1-434-269-1514,Jeans,Apparel,4,220.0,2023-12-25,Phoenix,20,Credit Card
CUST-62415,Emma Thomas,emma.thomas@company.org,+1-538-272-9423,Scarf,Accessories,1,20.0,2023-06-30,San Diego,0,PayPal
CUST-61664,James Moore,james.moore@yahoo.com,+1-443-485-8953,Sneakers,Footwear,1,80.0,2023-10-18,San Diego,5,Gift Card
CUST-33084,Elijah Miller,elijah.miller@company.org,+1-419-752-3167,Jeans,Apparel,1,60.0,2023-10-16,Philadelphia,0,Cash
CUST-85716,Mia Martinez,mia.martinez@company.org,+1-940-784-8744,Jeans,Apparel,4,240.0,2023-03-14,San Antonio,0,Debit Card
CUST-81265,Evelyn Miller,evelyn.miller@company.org,+1-448-684-7669,Jacket,Outerwear,1,110.0,2023-10-16,New York,10,Apple Pay
CUST-47286,Harper Smith,harper.smith@hotmail.com,+1-394-296-2588,Jacket,Outerwear,4,475.0,2023-04-07,New York,5,Cash
CUST-46842,Elijah Jackson,elijah.jackson@outlook.com,+1-874-641-6804,Jacket,Outerwear,1,120.0,2023-09-10,Philadelphia,0,Apple Pay
CUST-28033,Olivia Thomas,olivia.thomas@company.org,+1-633-620-8651,Sneakers,Footwear,1,85.0,2023-10-05,Los Angeles,0,Gift Card
CUST-82778,Olivia Jackson,olivia.jackson@gmail.com,+1-946-255-2612,Jeans,Apparel,2,110.0,2023-06-08,Phoenix,10,Debit Card
CUST-03983,Emma Brown,emma.brown@icloud.com,+1-262-612-6559,T-Shirt,Apparel,3,75.0,2023-03-31,New York,0,PayPal
CUST-07427,Ava Moore,ava.moore@hotmail.com,+1-311-454-4139,Jeans,Apparel,4,240.0,2023-09-09,Philadelphia,0,PayPal
CUST-91292,William Johnson,william.johnson@yahoo.com,+1-394-749-8350,Sneakers,Footwear,2,155.0,2023-01-20,New York,15,Debit Card
CUST-59007,Isabella Smith,isabella.smith@hotmail.com,+1-343-632-4006,Jacket,Outerwear,1,110.0,2023-02-16,San Diego,10,Apple Pay
CUST-20158,Sophia Anderson,sophia.anderson@yahoo.com,+1-485-673-5092,Sneakers,Footwear,4,340.0,2023-01-29,Philadelphia,0,Gift Card
CUST-06324,Isabella Jones,isabella.jones@hotmail.com,+1-277-653-2604,Jacket,Outerwear,1,110.0,2023-04-30,Phoenix,10,Cash
CUST-11027,Sophia Martin,sophia.martin@yahoo.com,+1-251-867-9856,Sneakers,Footwear,3,245.0,2023-11-05,Philadelphia,10,Debit Card
CUST-50538,Elijah Hernandez,elijah.hernandez@company.org,+1-215-295-4872,T-Shirt,Apparel,2,35.0,2023-04-23,Chicago,15,Credit Card
CUST-58586,James Martinez,james.martinez@outlook.com,+1-370-616-8956,Jacket,Outerwear,3,355.0,2023-01-11,Philadelphia,5,Apple Pay
CUST-57587,Liam Johnson,liam.johnson@yahoo.com,+1-692-418-7570,Jacket,Outerwear,2,240.0,2023-09-27,Philadelphia,0,PayPal
CUST-70378,Emma Williams,emma.williams@yahoo.com,+1-260-368-7209,Jeans,Apparel,1,60.0,2023-09-02,San Antonio,0,Debit Card
CUST-43881,Lucas Lopez,lucas.lopez@gmail.com,+1-202-599-5345,Scarf,Accessories,3,60.0,2023-01-01,San Diego,0,PayPal
CUST-74666,Ava Martin,ava.martin@yahoo.com,+1-665-492-7930,Scarf,Accessories,3,55.0,2023-06-19,Phoenix,5,Apple Pay
CUST-83005,Olivia Jones,olivia.jones@gmail.com,+1-913-948-8973,Sneakers,Footwear,1,85.0,2023-11-11,San Antonio,0,PayPal
CUST-97865,James Jones,james.jones@icloud.com,+1-358-394-5861,Dress,Apparel,3,220.0,2023-04-14,Philadelphia,5,Debit Card
CUST-74090,Elijah Garcia,elijah.garcia@company.org,+1-422-259-9883,Dress,Apparel,4,300.0,2023-03-08,Phoenix,0,Apple Pay
CUST-46562,Olivia Rodriguez,olivia.rodriguez@gmail.com,+1-262-965-6138,Jeans,Apparel,2,120.0,2023-06-24,Chicago,0,Credit Card
CUST-63604,Emma Johnson,emma.johnson@outlook.com,+1-258-251-8811,Sneakers,Footwear,2,155.0,2023-04-01,Phoenix,15,Debit Card
CUST-07938,Olivia Lopez,olivia.lopez@company.org,+1-714-743-3579,T-Shirt,Apparel,2,50.0,2023-06-15,New York,0,Cash
CUST-24287,Ava Williams,ava.williams@gmail.com,+1-258-720-2312,Jeans,Apparel,4,240.0,2023-01-31,San Antonio,0,Gift Card
CUST-45014,Amelia Martin,amelia.martin@company.org,+1-390-270-2113,Jacket,Outerwear,2,230.0,2023-01-12,Phoenix,10,Debit Card
CUST-62017,Benjamin Lopez,benjamin.lopez@company.org,+1-891-440-7615,T-Shirt,Apparel,1,25.0,2023-03-17,San Diego,0,Apple Pay
CUST-47610,Olivia Taylor,olivia.taylor@company.org,+1-322-783-5033,Sneakers,Footwear,3,245.0,2023-10-28,Chicago,10,Gift Card
CUST-50383,Emma Martinez,emma.martinez@icloud.com,+1-792-808-1651,Jacket,Outerwear,4,470.0,2023-12-27,Houston,10,Debit Card
CUST-11720,Ava Wilson,ava.wilson@outlook.com,+1-834-283-7868,Dress,Apparel,2,150.0,2023-03-14,Philadelphia,0,Credit Card
CUST-53070,Benjamin Taylor,benjamin.taylor@hotmail.com,+1-873-797-9565,Sneakers,Footwear,1,75.0,2023-02-26,Phoenix,10,Credit Card
CUST-77751,Isabella Moore,isabella.moore@hotmail.com,+1-523-467-4346,Jacket,Outerwear,3,355.0,2023-09-27,Philadelphia,5,Cash
CUST-94227,Sophia Jackson,sophia.jackson@gmail.com,+1-885-933-6147,Sneakers,Footwear,3,255.0,2023-07-06,Los Angeles,0,PayPal
CUST-36718,Amelia Taylor,amelia.taylor@company.org,+1-444-471-7484,Jacket,Outerwear,4,480.0,2023-02-07,New York,0,Gift Card
CUST-95826,Amelia Wilson,amelia.wilson@gmail.com,+1-334-887-5915,Sneakers,Footwear,4,340.0,2023-07-11,San Antonio,0,Apple Pay
CUST-85848,William Rodriguez,william.rodriguez@icloud.com,+1-668-523-2188,Scarf,Accessories,4,65.0,2023-12-27,New York,15,Apple Pay
CUST-80860,Charlotte Davis,charlotte.davis@icloud.com,+1-209-669-2638,Dress,Apparel,1,75.0,2023-12-06,Los Angeles,0,PayPal
CUST-38725,Evelyn Johnson,evelyn.johnson@yahoo.com,+1-275-750-4492,Jeans,Apparel,1,55.0,2023-07-22,Los Angeles,5,Credit Card
CUST-45183,Isabella Gonzalez,isabella.gonzalez@icloud.com,+1-718-471-3170,Jacket,Outerwear,4,475.0,2023-10-28,San Antonio,5,Credit Card
CUST-25392,Harper Miller,harper.miller@yahoo.com,+1-557-270-5002,Jacket,Outerwear,2,235.0,2023-02-21,Phoenix,5,Debit Card
CUST-66330,Alexander Rodriguez,alexander.rodriguez@outlook.com,+1-578-491-3584,Dress,Apparel,3,225.0,2023-06-22,Los Angeles,0,Cash
CUST-24465,Noah Hernandez,noah.hernandez@gmail.com,+1-648-756-5956,Scarf,Accessories,3,60.0,2023-06-04,Houston,0,Gift Card
CUST-11720,Ava Wilson,ava.wilson@outlook.com,+1-826-869-9666,Jeans,Apparel,1,50.0,2023-06-15,Philadelphia,10,Cash
CUST-37876,Isabella Brown,isabella.brown@icloud.com,+1-208-883-5905,Sneakers,Footwear,3,255.0,2023-03-11,Philadelphia,0,Cash
CUST-39076,Charlotte Gonzalez,charlotte.gonzalez@outlook.com,+1-879-306-3200,Jacket,Outerwear,2,240.0,2023-03-22,Chicago,0,Debit Card
CUST-64289,Amelia Johnson,amelia.johnson@outlook.com,+1-470-318-2753,Jeans,Apparel,3,180.0,2023-08-12,San Diego,0,Cash
CUST-13602,Mia Jones,mia.jones@outlook.com,+1-960-766-3546,Sneakers,Footwear,1,85.0,2023-11-24,Los Angeles,0,PayPal
CUST-01190,Noah Hernandez,noah.hernandez@icloud.com,+1-478-488-4450,Jacket,Outerwear,1,105.0,2023-09-07,Los Angeles,15,Debit Card
CUST-86057,Charlotte Garcia,charlotte.garcia@company.org,+1-934-551-4335,Jacket,Outerwear,2,240.0,2023-11-29,Houston,0,PayPal
CUST-98153,Isabella Moore,isabella.moore@outlook.com,+1-903-849-5325,Scarf,Accessories,2,40.0,2023-06-12,New York,0,Debit Card
CUST-71472,Evelyn Martinez,evelyn.martinez@yahoo.com,+1-717-700-5114,Scarf,Accessories,3,60.0,2023-03-31,New York,0,Cash
CUST-24074,Liam Brown,liam.brown@icloud.com,+1-252-294-7939,Scarf,Accessories,3,50.0,2023-12-29,Philadelphia,10,PayPal
CUST-82133,William Rodriguez,william.rodriguez@outlook.com,+1-483-245-1058,Sneakers,Footwear,1,80.0,2023-10-15,Philadelphia,5,PayPal
CUST-86057,Charlotte Garcia,charlotte.garcia@company.org,+1-541-989-3143,Dress,Apparel,2,150.0,2023-12-22,Phoenix,0,PayPal
CUST-91262,Oliver Johnson,oliver.johnson@icloud.com,+1-852-468-3647,Jeans,Apparel,2,110.0,2023-11-11,San Antonio,10,Debit Card
CUST-98956,James Taylor,james.taylor@hotmail.com,+1-959-652-8007,Jacket,Outerwear,2,235.0,2023-07-02,San Diego,5,Apple Pay
CUST-15643,James Jones,james.jones@company.org,+1-774-209-2832,Sneakers,Footwear,3,240.0,2023-04-25,Houston,15,Cash
CUST-87696,Alexander Garcia,alexander.garcia@yahoo.com,+1-277-907-3442,Jacket,Outerwear,2,230.0,2023-12-07,San Antonio,10,PayPal
CUST-70982,Mia Lopez,mia.lopez@outlook.com,+1-758-236-7049,Sneakers,Footwear,1,85.0,2023-10-29,San Antonio,0,Gift Card
CUST-52435,Isabella Martinez,isabella.martinez@hotmail.com,+1-796-765-3426,Jacket,Outerwear,1,120.0,2023-03-31,Chicago,0,Apple Pay
CUST-67564,Emma Garcia,emma.garcia@hotmail.com,+1-640-330-1685,T-Shirt,Apparel,3,75.0,2023-07-13,San Antonio,0,Gift Card
CUST-71487,Emma Davis,emma.davis@icloud.com,+1-515-573-1653,Dress,Apparel,4,300.0,2023-06-07,Chicago,0,Cash
CUST-85427,Alexander Johnson,alexander.johnson@hotmail.com,+1-566-415-5088,Jeans,Apparel,3,160.0,2023-12-19,San Antonio,20,Cash
CUST-53708,Charlotte Lopez,charlotte.lopez@yahoo.com,+1-882-305-6794,Dress,Apparel,4,300.0,2023-05-31,Houston,0,PayPal
CUST-27281,Sophia Gonzalez,sophia.gonzalez@yahoo.com,+1-998-773-7658,Dress,Apparel,2,150.0,2023-03-07,Chicago,0,PayPal
CUST-19659,Olivia Miller,olivia.miller@gmail.com,+1-835-967-3532,Jeans,Apparel,3,170.0,2023-04-01,New York,10,Debit Card
CUST-91411,Isabella Martinez,isabella.martinez@yahoo.com,+1-442-366-3900,Scarf,Accessories,1,15.0,2023-01-01,Chicago,5,Apple Pay
CUST-33049,Oliver Gonzalez,oliver.gonzalez@company.org,+1-622-225-3938,Dress,Apparel,2,150.0,2023-12-26,Chicago,0,Apple Pay
CUST-04221,Elijah Taylor,elijah.taylor@hotmail.com,+1-954-540-7745,T-Shirt,Apparel,1,25.0,2023-10-21,Houston,0,PayPal
CUST-33258,Sophia Wilson,sophia.wilson@yahoo.com,+1-885-952-5065,Scarf,Accessories,2,40.0,2023-07-20,Houston,0,Cash
CUST-00152,Ava Johnson,ava.johnson@icloud.com,+1-473-363-2771,Sneakers,Footwear,3,245.0,2023-10-18,Chicago,10,PayPal
CUST-02045,Emma Hernandez,emma.hernandez@gmail.com,+1-591-239-8711,Scarf,Accessories,4,80.0,2023-01-17,San Diego,0,Cash
CUST-82147,Evelyn Smith,evelyn.smith@hotmail.com,+1-427-404-8541,Jeans,Apparel,2,120.0,2023-04-04,Los Angeles,0,Cash
CUST-77058,William Jackson,william.jackson@gmail.com,+1-558-512-4728,Sneakers,Footwear,4,335.0,2023-11-05,San Diego,5,PayPal
CUST-98371,James Brown,james.brown@hotmail.com,+1-428-224-4164,Jacket,Outerwear,2,240.0,2023-06-12,Houston,0,Credit Card
CUST-82521,Amelia Jackson,amelia.jackson@icloud.com,+1-608-536-5564,Scarf,Accessories,1,15.0,2023-11-10,San Diego,5,Apple Pay
CUST-41021,Sophia Hernandez,sophia.hernandez@gmail.com,+1-271-991-5573,T-Shirt,Apparel,1,25.0,2023-04-24,San Diego,0,Gift Card
CUST-71151,Alexander Davis,alexander.davis@outlook.com,+1-559-856-9346,Sneakers,Footwear,2,170.0,2023-11-24,Phoenix,0,Cash
CUST-17147,Harper Hernandez,harper.hernandez@company.org,+1-609-895-9785,Scarf,Accessories,4,65.0,2023-10-17,Phoenix,15,Cash
CUST-57110,Harper Brown,harper.brown@company.org,+1-539-228-2889,Sneakers,Footwear,3,250.0,2023-02-23,New York,5,Credit Card
CUST-30627,Alexander Taylor,alexander.taylor@hotmail.com,+1-467-382-5349,Jeans,Apparel,3,180.0,2023-09-12,San Antonio,0,Gift Card
CUST-06858,James Miller,james.miller@outlook.com,+1-239-311-8119,Scarf,Accessories,1,15.0,2023-03-14,Chicago,5,Debit Card
CUST-89828,Isabella Davis,isabella.davis@gmail.com,+1-553-946-6139,Jacket,Outerwear,3,350.0,2023-06-19,Los Angeles,10,Credit Card
CUST-37209,Liam Williams,liam.williams@outlook.com,+1-646-820-9379,Jeans,Apparel,1,50.0,2023-02-09,New York,10,Gift Card
CUST-58604,Olivia Johnson,olivia.johnson@outlook.com,+1-318-594-4114,Jacket,Outerwear,3,360.0,2023-05-02,Chicago,0,Credit Card
CUST-04396,Harper Anderson,harper.anderson@gmail.com,+1-460-245-8144,Scarf,Accessories,2,20.0,2023-06-27,San Diego,20,Cash
CUST-49439,Ava Jones,ava.jones@icloud.com,+1-201-732-9821,Jeans,Apparel,1,60.0,2023-06-13,Houston,0,Apple Pay
CUST-91026,Harper Smith,harper.smith@outlook.com,+1-903-936-4228,Scarf,Accessories,1,20.0,2023-03-27,Phoenix,0,Credit Card
CUST-34523,Harper Brown,harper.brown@outlook.com,+1-572-641-2146,Sneakers,Footwear,2,170.0,2023-11-22,Philadelphia,0,Debit Card
CUST-17569,Harper Anderson,harper.anderson@icloud.com,+1-880-538-6143,Sneakers,Footwear,1,85.0,2023-02-15,Los Angeles,0,PayPal
CUST-42239,Liam Martin,liam.martin@outlook.com,+1-879-327-5920,T-Shirt,Apparel,3,65.0,2023-12-29,San Diego,10,Gift Card
CUST-30162,Liam Jackson,liam.jackson@outlook.com,+1-719-516-7691,Sneakers,Footwear,3,255.0,2023-12-10,Philadelphia,0,Credit Card
CUST-18063,Ava Williams,ava.williams@outlook.com,+1-534-612-5844,Dress,Apparel,1,75.0,2023-11-24,Phoenix,0,Credit Card
CUST-07525,Emma Martin,emma.martin@company.org,+1-767-330-4143,Sneakers,Footwear,3,240.0,2023-06-21,San Diego,15,Debit Card
CUST-03635,Emma Hernandez,emma.hernandez@yahoo.com,+1-630-880-7211,Dress,Apparel,4,300.0,2023-08-17,San Antonio,0,Apple Pay
CUST-96472,Evelyn Taylor,evelyn.taylor@icloud.com,+1-893-966-3851,Sneakers,Footwear,1,85.0,2023-01-06,San Antonio,0,Credit Card
CUST-17945,Liam Gonzalez,liam.gonzalez@outlook.com,+1-830-782-5930,Dress,Apparel,2,150.0,2023-05-16,Philadelphia,0,Credit Card
CUST-37654,James Hernandez,james.hernandez@company.org,+1-615-761-1006,Dress,Apparel,4,300.0,2023-04-18,Houston,0,Apple Pay
CUST-91262,Oliver Johnson,oliver.johnson@icloud.com,+1-511-493-4443,Scarf,Accessories,1,20.0,2023-05-08,San Diego,0,Debit Card
CUST-28635,Noah Rodriguez,noah.rodriguez@hotmail.com,+1-640-793-6279,Sneakers,Footwear,2,165.0,2023-12-21,Chicago,5,Gift Card
CUST-58025,Mia Johnson,mia.johnson@hotmail.com,+1-676-652-8244,Dress,Apparel,3,225.0,2023-02-04,San Diego,0,Gift Card
CUST-44298,Harper Rodriguez,harper.rodriguez@outlook.com,+1-891-418-9375,T-Shirt,Apparel,2,50.0,2023-06-29,Houston,0,Credit Card
